,Kernel,Average False Confidence After Retraining,batch_size,eps,eps_step,max_iter,name
1736,linear,0.041908754130743554,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1737,linear,0.02617879657838332,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1738,linear,0.03925860997117844,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1739,linear,0.05,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1740,linear,0.04311223314741866,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1741,linear,0.04096356190276777,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1742,linear,0.03701024653462799,10,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1743,linear,0.041737376253736684,10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1744,linear,0.04091462580627717,10,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1745,linear,0.038696062576213136,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1746,linear,0.04152689755320153,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1747,linear,0.043761580658238125,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1748,linear,0.03890967333101386,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1749,linear,0.025068753337142348,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1750,linear,0.05,1,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1751,linear,0.034311696445266965,10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1752,linear,0.03577381070758978,1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1753,linear,0.05,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1754,linear,0.034737390087760917,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1755,linear,0.041990571370875786,100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1756,linear,0.04276386417090681,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1757,linear,0.040872266129771156,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1758,linear,0.05,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1759,linear,0.03291387153478819,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1760,linear,0.04424062461783162,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1761,linear,0.02883382097511406,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1762,linear,0.042870251184935454,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1763,linear,0.036250075382831676,1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1764,linear,0.04424062461783162,1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1765,linear,0.043801524624952216,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1766,linear,0.05,1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1767,linear,0.04271069571774948,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1768,linear,0.03984816456442274,100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1769,linear,0.03993372872672314,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1770,linear,0.03854695166046067,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1771,linear,0.03699615889746859,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1772,linear,0.04160727908662601,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1773,linear,0.03729902185781608,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1774,linear,0.03501389493308443,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1775,linear,0.05,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1776,linear,0.04091968183491783,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1777,linear,0.04145483779459028,10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1778,linear,0.041077609689886996,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1779,linear,0.026998674750740727,100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1780,linear,0.04225903888266507,1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1781,linear,0.039668476572550515,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1782,linear,0.030156250524602867,10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1783,linear,0.04085104283516046,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1784,linear,0.029785346498614303,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1785,linear,0.04248503388153707,1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1786,linear,0.04194947051509775,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1787,linear,0.04347290787433794,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1788,linear,0.04424062461783162,10,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1789,linear,0.04052938671191804,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1790,linear,0.04309392328556853,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1791,linear,0.03966246379593571,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1792,linear,0.024332234528067688,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1793,linear,0.03696139515868886,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1794,linear,0.03692809249668308,1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1795,linear,0.040154872631194036,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1796,linear,0.03854195660531595,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1797,linear,0.0356753456811538,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1798,linear,0.04372362118859648,100,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1799,linear,0.04349821929761369,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1800,linear,0.028351495847062126,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1801,linear,0.040380855050037565,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1802,linear,0.041077609324791806,100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1803,linear,0.034853702287091455,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1804,linear,0.03699617524812702,1,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1805,linear,0.0422650952221559,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1806,linear,0.042496194893424925,10,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1807,linear,0.043093919576817005,100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1808,linear,0.05,1,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1809,linear,0.0415015304746003,10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1810,linear,0.028842615134735624,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1811,linear,0.04206894495999887,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1812,linear,0.028654250255392984,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1813,linear,0.035702880427012716,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1814,linear,0.03253582258888162,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1815,linear,0.034872818014468676,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1816,linear,0.034248020119784,1,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1817,linear,0.03869068187885123,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1818,linear,0.043801524624952216,1,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1819,linear,0.0376684360457957,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1820,linear,0.03679764529142776,10,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1821,linear,0.04424062461783162,100,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1822,linear,0.03994586684152353,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1823,linear,0.04204998903223609,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1824,linear,0.035449284237102724,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1825,linear,0.03276238402909629,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1826,linear,0.035407075824950486,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1827,linear,0.035469602412940025,1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1828,linear,0.04039149272912575,1,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1829,linear,0.04424062461783162,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1830,linear,0.04194876285335578,100,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1831,linear,0.04488427104038816,10,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1832,linear,0.04327717360566359,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1833,linear,0.05,10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1834,linear,0.02640613674921576,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1835,linear,0.037388929413495725,10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1836,linear,0.034720287300229774,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1837,linear,0.039231797062604025,100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1838,linear,0.04300197253485141,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1839,linear,0.04424062461783162,10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1840,linear,0.04192654945925707,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1841,linear,0.04348762763410079,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1842,linear,0.02883983445301337,10,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1843,linear,0.035366512837745966,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1844,linear,0.035197594008722605,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1845,linear,0.040530839587071196,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1846,linear,0.04676637925272143,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1847,linear,0.030779696639792888,100,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1848,linear,0.040645069316574835,1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1849,linear,0.041206815190796886,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1850,linear,0.04424062461783162,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1851,linear,0.03513837936357339,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1852,linear,0.04140213649746514,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1853,linear,0.03293671643216051,10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1854,linear,0.04201648350389789,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1855,linear,0.04348309958122279,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1856,linear,0.04375180988141036,100,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1857,linear,0.04424062461783162,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1858,linear,0.04374728635978034,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1859,linear,0.03472110562135805,1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1860,linear,0.05,100,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1861,linear,0.0367269179228191,100,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1862,linear,0.03537404312954368,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1863,linear,0.04066518648342985,100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1864,linear,0.04424062461783162,100,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1865,linear,0.028477030029404573,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1866,linear,0.04188444785101542,10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1867,linear,0.0412137739924831,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1868,linear,0.04450017427104072,10,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1869,linear,0.04161124373669249,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1870,linear,0.03876924760950661,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1871,linear,0.044011895236062235,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1872,linear,0.03431346902231594,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1873,linear,0.05,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1874,linear,0.040713660561104065,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1875,linear,0.040143558337636415,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1876,linear,0.03502232294336071,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1877,linear,0.04193362487252589,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1878,linear,0.037660574667052804,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1879,linear,0.040625483378628535,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1880,linear,0.0367269179228191,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1881,linear,0.04355386016635826,1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1882,linear,0.037604640786350355,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1883,linear,0.04180123961195853,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1884,linear,0.042056284203518396,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1885,linear,0.04115739182770657,100,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1886,linear,0.027860213354455977,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1887,linear,0.04275321857985414,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1888,linear,0.04064857491032843,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1889,linear,0.03998191180686178,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1890,linear,0.04112695773372582,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1891,linear,0.033028096522230675,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1892,linear,0.05,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1893,linear,0.026156384940150365,1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1894,linear,0.03965584975285491,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1895,linear,0.040712643326673514,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1896,linear,0.038763929449798444,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1897,linear,0.036280064147099444,1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1898,linear,0.05,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1899,linear,0.03654129607397856,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1900,linear,0.04194848337901789,1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1901,linear,0.04281174126188496,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1902,linear,0.04424062461783162,10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1903,linear,0.035151814621297565,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1904,linear,0.036733990521395726,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1905,linear,0.04399266667006973,10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1906,linear,0.04092672575225745,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1907,linear,0.04439425367270182,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1908,linear,0.022436293388312833,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1909,linear,0.04157848457009081,10,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1910,linear,0.052323813478668234,32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1911,linear,0.04194876285335578,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1912,linear,0.023555284787437573,1,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1913,linear,0.05,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1914,linear,0.03340291852207258,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1915,linear,0.03663972836727876,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1916,linear,0.041082928406867406,10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1917,linear,0.028669668363493637,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1918,linear,0.04194805518235739,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1919,linear,0.04139993047669449,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1920,linear,0.05,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1921,linear,0.05,10,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1922,linear,0.03688960774345961,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1923,linear,0.025832697647735613,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1924,linear,0.02847782929926089,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1925,linear,0.028839510902360685,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1926,linear,0.026873696338923215,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1927,linear,0.04234691920157815,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1928,linear,0.040440627007968716,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1929,linear,0.040923393036391004,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1930,linear,0.041452764991574395,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1931,linear,0.026918962611201004,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1932,linear,0.038282677871069454,100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1933,linear,0.03926392838481192,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1934,linear,0.03163200974790291,100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1935,linear,0.041978297532856174,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1936,linear,0.041520555742208,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1937,linear,0.03554648086128437,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1938,linear,0.04222658514253574,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1939,linear,0.05,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1940,linear,0.03576937563320141,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1941,linear,0.040855904599643666,100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1942,linear,0.036999340091123295,100,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1943,linear,0.03680471796534512,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1944,linear,0.042485805994331584,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1945,linear,0.043086883135888564,1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1946,linear,0.03252889485805884,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1947,linear,0.02938085017129069,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1948,linear,0.043023200290345544,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1949,linear,0.043801524624952216,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1950,linear,0.03537631650413962,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1951,linear,0.03696937158372976,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1952,linear,0.03462051140646281,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1953,linear,0.02377145445931116,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1954,linear,0.050827430190908164,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1955,linear,0.03964322294488564,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1956,linear,0.037604622783929675,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1957,linear,0.028462208259209816,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1958,linear,0.042287324406262525,1,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1959,linear,0.035033135049134106,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1960,linear,0.04063455343536741,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1961,linear,0.026230068412780402,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1962,linear,0.034969746766723035,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1963,linear,0.04424062461783162,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1964,linear,0.03855244619867989,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1965,linear,0.03478609957251153,100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1966,linear,0.04195513060446636,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1967,linear,0.04424062461783162,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1968,linear,0.04309395908188005,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1969,linear,0.035364129507107905,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1970,linear,0.025493503238174484,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1971,linear,0.03765780065923824,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1972,linear,0.04133495831175523,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1973,linear,0.04196042628243486,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1974,linear,0.033005251447597105,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1975,linear,0.035656343783370854,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1976,linear,0.0412105819990277,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1977,linear,0.037676846020216176,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1978,linear,0.041495970275411374,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1979,linear,0.04287025163485264,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1980,linear,0.04424062461783162,10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1981,linear,0.037748397723018134,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1982,linear,0.04039149272912575,10,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1983,linear,0.03576777293209619,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1984,linear,0.037604622783929675,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1985,linear,0.05,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1986,linear,0.04125497227760658,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1987,linear,0.04424062461783162,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1988,linear,0.037887869726389745,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1989,linear,0.03563732355381966,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1990,linear,0.04518891662128727,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1991,linear,0.03686002650067337,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1992,linear,0.03541556145994374,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1993,linear,0.034317500208325226,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1994,linear,0.04424062461783162,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1995,linear,0.04168391786665914,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1996,linear,0.03989681302870256,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1997,linear,0.02887183085155949,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1998,linear,0.02891995050903345,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1999,linear,0.03766311835151974,1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
2000,linear,0.03500277487417767,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
2001,linear,0.0437307630427059,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
2002,linear,0.040083181862206094,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
2003,linear,0.035136090999549924,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
2004,linear,0.04079471517424569,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
2005,linear,0.04117028397690497,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
2006,linear,0.04149989795215188,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
2007,linear,0.04424062461783162,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
2008,linear,0.029079229316101247,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
2009,linear,0.028485820956204527,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
2010,linear,0.04006781616104263,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
2011,linear,0.04424062461783162,1,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
2012,linear,0.0367269179228191,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
2013,linear,0.042054883107495736,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
2014,linear,0.04165760843786323,100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
2015,linear,0.03732899121856033,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
2016,linear,0.03894793611500376,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
2017,linear,0.03681886323171327,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
2018,linear,0.041724715757836074,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
2019,linear,0.03493691785326867,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
